WEO Country Group Code,WEO Subject Code,Country Group Name,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,Estimates Start After
200,GGXCNL_NGDP,Emerging market and developing economies,General government net lending/borrowing,"Net lending (+)/ borrowing (-) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (-) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.355,-1.636,-2.968,-3.461,-2.77,-1.155,0.491,1.037,0.549,0.678,-3.778,-2.366,-0.976,-1.027,-1.695,-2.463,-4.177,-4.516,-3.897,-3.537,-4.488,-8.999,-5.282,-5.671,-5.388,-5.327,-5.242,-5.173,-5.12,
200,GGSB_NPGDP,Emerging market and developing economies,General government structural balance,,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,GGXONLB_NGDP,Emerging market and developing economies,General government primary net lending/borrowing,Primary net lending/borrowing is net lending (+)/borrowing (-) plus net interest payable/paid (interest expense minus interest revenue).,Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.253,0.222,-0.912,0.151,1.259,2.646,3.04,2.32,2.287,-2.12,-0.694,0.689,0.496,-0.163,-0.871,-2.474,-2.837,-2.135,-1.777,-2.709,-7.249,-3.5,-3.747,-3.332,-3.22,-3.092,-2.976,-2.868,
200,GGXWDN_NGDP,Emerging market and developing economies,General government net debt,"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,GGXWDG_NGDP,Emerging market and developing economies,General government gross debt,"Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).",Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,47.516,48.348,51.403,49.475,46.587,41.665,37.091,35.675,33.559,38.61,37.414,36.718,36.637,37.809,39.771,43.315,47.769,50.001,51.669,53.906,63.883,65.067,66.276,68.457,70.548,72.356,73.848,75.004,
200,BCA,Emerging market and developing economies,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income. Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries.",U.S. dollars,Billions,,34.449,-26.038,-52.239,-43.028,-17.818,-8.816,-48.456,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-76.462,-104.503,-9.598,92.946,52.18,91.615,157.947,228.991,444.222,635.449,607.678,673.97,235.834,277.498,365.731,328.916,158.747,160.037,-75.52,-99.208,-22.489,-52.156,0.73,160.133,365.334,682.257,420.702,226.996,97.523,-32.762,-112.321,
200,BCA_NGDPD,Emerging market and developing economies,Current account balance,,Percent of GDP,,,1.211,-0.838,-1.931,-1.716,-0.874,-0.468,-1.952,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.103,-1.564,-0.148,1.31,0.73,1.287,1.967,2.399,3.891,4.704,3.65,3.375,1.236,1.21,1.354,1.15,0.523,0.511,-0.255,-0.335,-0.07,-0.151,0.002,0.464,0.909,1.529,0.878,0.443,0.178,-0.056,-0.18,
200,BM,Emerging market and developing economies,Imports of goods and services,,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,521.79","1,446.90","1,418.08","1,666.59","1,682.54","1,802.24","2,159.65","2,770.80","3,313.86","3,950.12","4,913.34","6,039.37","5,013.16","6,217.58","7,624.88","8,030.97","8,369.18","8,531.03","7,535.62","7,249.30","8,159.12","9,057.14","8,914.64","7,908.24","10,071.09","11,399.19","11,971.62",n/a,n/a,n/a,n/a,
200,BX,Emerging market and developing economies,Exports of goods and services,,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,479.42","1,387.35","1,450.32","1,796.33","1,772.04","1,924.26","2,331.35","3,020.29","3,767.88","4,569.04","5,487.46","6,694.91","5,295.07","6,653.60","8,271.17","8,598.52","8,868.16","8,904.27","7,667.31","7,354.12","8,313.41","9,254.04","9,114.15","8,250.28","10,695.21","12,395.51","12,720.06",n/a,n/a,n/a,n/a,
200,BF,Emerging market and developing economies,Financial account balance,,U.S. dollars,Billions,,32.545,-11.147,-52.01,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-125.662,-119.802,-21.126,80.988,16.256,91.859,146.515,225.785,376.766,597.875,531.978,575.585,60.169,155.32,225.654,82.577,-12.104,15.003,-300.392,-409.68,-267.363,-242.365,-131.514,63.802,233.3,734.7,474.796,n/a,n/a,n/a,n/a,
200,BFD,Emerging market and developing economies,"Direct investment, net",,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-152.778,-151.038,-162.099,-144.242,-163.538,-149.069,-149.909,-190.937,-267.899,-289.188,-435.079,-467.429,-327.318,-449.358,-529.992,-496.633,-483.379,-434.21,-344.053,-260.586,-312.956,-373.447,-363.526,-343.865,-510.551,-303.388,-370.209,n/a,n/a,n/a,n/a,
200,BFP,Emerging market and developing economies,"Portfolio investment, net",,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-82.607,-19.013,-11.229,48.854,53.901,31.265,17.854,-5.555,5.504,78.19,-39.796,132.772,-81.28,-220.478,-138.833,-243.269,-145.008,-88.433,124.59,-58.319,-209.033,-101.897,-53.986,13.663,80.78,76.433,-13.715,n/a,n/a,n/a,n/a,
200,BFF,Emerging market and developing economies,"Financial derivatives, net",,U.S. dollars,Billions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,BFO,Emerging market and developing economies,"Other investment, net",,U.S. dollars,Billions,,-7.987,-45.677,-21.351,-19.398,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,48.997,34.782,102.834,106.808,33.678,46.326,23.51,30.714,62.817,65.327,-192.842,192.575,-55.287,-24.845,158.871,421.284,76.19,412.513,479.954,389.031,66.915,106.443,112.225,279.3,153.843,394.368,354.016,n/a,n/a,n/a,n/a,
200,BFRA,Emerging market and developing economies,Change in reserves,,U.S. dollars,Billions,,31.033,33.112,-8.953,-13.299,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,58.813,15.518,51.161,77.803,93.758,163.313,259.185,395.985,591.234,759.893,"1,216.63",724.461,530.411,853.612,739.297,422.852,541.816,95.291,-584.922,-483.236,187.196,127.83,171.193,80.94,511.377,564.634,498.826,n/a,n/a,n/a,n/a,
200,D,Emerging market and developing economies,"External debt, total",,U.S. dollars,Billions,,554.069,642.228,718.177,755.838,788.747,843.175,922.871,"1,031.54","1,046.95","1,075.73","1,251.15","1,302.42","1,484.71","1,649.94","1,789.01","1,965.21","2,053.23","2,176.92","2,368.11","2,416.92","2,396.08","2,432.06","2,507.90","2,872.27","3,088.09","3,213.84","3,622.84","4,525.81","4,908.49","5,281.99","6,040.92","6,830.83","7,532.44","8,395.69","8,852.25","8,387.46","8,706.19","9,672.06","10,124.59","10,590.47","11,286.96","11,936.14","12,274.79","12,842.44",n/a,n/a,n/a,n/a,
200,D_NGDPD,Emerging market and developing economies,"External debt, total",,Percent of GDP,,,19.629,23.476,30.728,33.334,35.208,37.054,37.157,41.9,41.479,50.5,37.977,42.659,46.336,49.448,41.309,36.068,33.458,35.628,39.729,39.23,35.66,35.594,36.71,35.041,31.559,28.442,26.336,26.319,27.371,26.862,26.165,26.818,26.521,28.524,30.535,30.716,30.105,29.994,30.72,30.501,32.616,30.737,28.073,27.228,n/a,n/a,n/a,n/a,
200,D_BX,Emerging market and developing economies,"External debt, total",,Percent of exports of goods and services,,,108.575,123.184,156.567,178.519,181.036,208.685,260.62,245.889,225.792,206.738,197.639,201.461,187.175,197.075,190.197,170.185,158.699,147.367,171.244,166.887,134.116,138.158,130.764,117.487,102.568,85.406,79.396,82.559,73.398,99.843,90.876,82.804,87.714,94.813,99.605,109.535,118.508,116.463,109.527,116.341,136.979,111.755,99.274,101.152,n/a,n/a,n/a,n/a,
200,DS,Emerging market and developing economies,"External debt, total debt service",,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,183.144,214.652,242.262,246.977,335.35,386.194,437.724,466.946,507.589,544.213,660.185,673.3,765.702,777.583,897.673,"1,134.09","1,260.13","1,429.71","1,763.76","1,760.75","1,814.22","2,203.43","2,611.65","2,988.50","3,434.11","3,510.91","3,031.10","3,042.27","3,542.56","3,780.09","3,927.79","4,115.74","4,364.40","4,552.35",n/a,n/a,n/a,n/a,
200,DS_NGDPD,Emerging market and developing economies,"External debt, total debt service",,Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.653,10.9,6.194,8.071,7.859,7.512,8.509,7.638,7.506,8.403,8.939,9.347,9.947,10.226,11.383,9.696,9.319,10.183,9.323,8.423,10.028,9.121,7.966,8.748,9.289,10.195,11.854,12.918,10.731,9.384,10.803,11.038,11.343,10.633,9.971,9.653,n/a,n/a,n/a,n/a,
200,DS_BX,Emerging market and developing economies,"External debt, total debt service",,Percent of exports of goods and services,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,30.546,34.335,31.284,31.068,36.348,34.511,35.855,32.96,38.24,39.087,37.756,38.928,40.676,34.016,30.347,30.72,28.128,26.519,26.85,33.769,27.649,27.112,30.847,34.18,39.059,46.191,41.52,36.873,38.557,41.719,47.811,38.653,35.417,35.972,n/a,n/a,n/a,n/a,
200,DSI,Emerging market and developing economies,"External debt, total debt service, interest",,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,50.451,55.165,53.12,53.569,57.849,61.654,60.314,67.505,76.574,78.444,77.161,93.279,99.034,100.065,114.713,128.392,126.542,123.123,108.79,113.678,121.188,138.156,158.1,186.415,200.388,178.312,181.209,212.444,241.374,265.494,290.105,284.902,284.949,320.836,379.927,413.313,409.429,412.216,447.064,476.316,n/a,n/a,n/a,n/a,
200,DSI_NGDPD,Emerging market and developing economies,"External debt, total debt service, interest",,Percent of GDP,,,n/a,n/a,n/a,n/a,1.876,2.025,1.897,1.735,1.703,1.66,1.152,1.4,1.837,1.662,1.512,1.59,1.51,1.436,1.706,1.97,1.77,1.717,1.525,1.413,1.267,1.208,1.168,1.117,1.002,0.933,0.789,0.785,0.844,0.874,0.926,0.962,0.962,0.993,1.098,1.163,1.187,1.025,1.002,0.994,n/a,n/a,n/a,n/a,
200,DSI_BX,Emerging market and developing economies,"External debt, total debt service, interest",,Percent of exports of goods and services,,,n/a,n/a,n/a,n/a,n/a,n/a,17.409,14.655,14.372,13.759,10.37,10.912,9.23,9.671,8.28,8.197,7.727,6.964,8.572,9.185,7.231,7.117,5.775,4.97,4.094,3.737,3.528,3.457,3.05,3.418,2.761,2.614,2.849,3.036,3.3,3.748,3.903,3.889,4.135,4.561,4.983,3.871,3.628,3.764,n/a,n/a,n/a,n/a,
200,DSP,Emerging market and developing economies,"External debt, total debt service, amortization",,U.S. dollars,Billions,,47.914,55.643,58.144,54.061,68.36,74.092,92.688,93.654,106.565,123.381,128.284,150.437,169.164,174.671,262.855,299.903,348.74,387.948,412.159,437.392,538.204,555.034,660.689,670.6,784.099,999.988,"1,109.41","1,247.24","1,570.88","1,586.72","1,639.88","2,002.00","2,378.20","2,727.26","3,148.80","3,231.57","2,751.46","2,725.08","3,165.96","3,369.84","3,521.37","3,705.00","3,918.80","4,078.37",n/a,n/a,n/a,n/a,
200,DSP_NGDPD,Emerging market and developing economies,"External debt, total debt service, amortization",,Percent of GDP,,,1.738,1.931,2.13,2.014,2.542,2.72,3.31,3.034,3.138,3.323,2.449,3.119,4.059,3.7,5.15,5.113,5.319,5.567,6.13,6.712,7.528,7.739,9.26,8.334,8.197,8.741,8.197,7.477,7.852,8.299,7.137,7.393,8.313,8.981,10.054,10.909,9.288,8.437,9.153,9.481,10.205,9.217,8.783,8.512,n/a,n/a,n/a,n/a,
200,DSP_BX,Emerging market and developing economies,"External debt, total debt service, amortization",,Percent of exports of goods and services,,,10.137,11.343,13.094,13.072,15.884,17.852,25.812,22.143,22.639,23.537,20.584,23.095,21.321,21.564,27.673,26.109,28.057,26.697,30.21,30.673,30.19,31.583,34.583,28.973,26.143,26.67,24.391,22.824,23.557,30.072,24.725,24.339,27.757,30.868,35.498,42.294,37.538,32.886,34.325,37.103,42.816,34.76,31.752,32.185,n/a,n/a,n/a,n/a,
200,PALLFNFW,Emerging market and developing economies,Commodity Price Index includes both Fuel and Non-Fuel Price Indices,,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PNFUELW,Emerging market and developing economies,Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices,,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PINDUW,Emerging market and developing economies,Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices,,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,POILAPSP,Emerging market and developing economies,"Crude Oil (petroleum), simple average of three spot prices; Dated Brent, West Texas Intermediate, and the Dubai Fateh, US$ per barrel","The APSP denotes an equally weighted average of three crude oil spot prices West Texas Intermediate ( WTI ), Dated Brent ( Brent ), and Dubai Fateh ( Dubai ). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the  headline  oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.",U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,POILBRE,Emerging market and developing economies,"Crude Oil (petroleum),  Dated Brent, light blend 38 API, fob U.K., US$ per barrel",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,POILDUB,Emerging market and developing economies,"Oil; Dubai, medium, Fateh 32 API, fob Dubai Crude Oil (petroleum), Dubai Fateh Fateh 32 API, US$ per barrel",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,POILWTI,Emerging market and developing economies,"Crude Oil (petroleum), West Texas Intermediate 40 API, Midland Texas, US$ per barrel",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PNRGW,Emerging market and developing economies,"Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices",,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,POILAPSPW,Emerging market and developing economies,"Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh","The APSP denotes an equally weighted average of three crude oil spot prices West Texas Intermediate ( WTI ), Dated Brent ( Brent ), and Dubai Fateh ( Dubai ). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the  headline  oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.","Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PNGASW,Emerging market and developing economies,"Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices",,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PNGASEU,Emerging market and developing economies,"Natural Gas, Russian Natural Gas border price in Germany, US$ per million metric British thermal units of gas",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PNGASJP,Emerging market and developing economies,"Natural Gas, Indonesian Liquified Natural Gas in Japan, US$ per million metric British thermal units of liquid",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PNGASUS,Emerging market and developing economies,"Natural Gas, Natural Gas spot price at the Henry Hub terminal in Louisiana, US$ per million metric British thermal units of gas",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PCOALW,Emerging market and developing economies,Commodity Coal Price Index includes Australian and South African Coal,,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PCOALAU,Emerging market and developing economies,"Coal, Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PCOALSA,Emerging market and developing economies,"Coal, South African export price, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PFANDBW,Emerging market and developing economies,Commodity Food and Beverage Price Index includes Food and Beverage Price Indices,,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PFOODW,Emerging market and developing economies,"Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices",,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PCEREW,Emerging market and developing economies,"Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley",,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PWHEAMT,Emerging market and developing economies,"Wheat, No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PMAIZMT,Emerging market and developing economies,"Maize (corn), U.S. No.2 Yellow, FOB Gulf of Mexico, U.S. price, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PRICENPQ,Emerging market and developing economies,"Rice, 5 percent broken milled white rice, Thailand nominal price quote, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PBARL,Emerging market and developing economies,"Barley, Canadian no.1 Western Barley, spot price, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PVOILW,Emerging market and developing economies,"Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices",,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PSOYB,Emerging market and developing economies,"Soybeans, U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PSMEA,Emerging market and developing economies,"Soybean Meal, Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PSOIL,Emerging market and developing economies,"Soybean Oil, Chicago Soybean Oil Futures (first contract forward) exchange approved grades, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PROIL,Emerging market and developing economies,"Rapeseed oil, crude, FOB Rotterdam, US$ per metric ton",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PPOIL,Emerging market and developing economies,"Palm oil, Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PSUNO,Emerging market and developing economies,"Sunflower Oil, US export price from Gulf of Mexico, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,POLVOIL,Emerging market and developing economies,"Olive Oil, extra virgin less than 1% free fatty acid, ex-tanker price U.K., US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PFISH,Emerging market and developing economies,"Fishmeal, Peru Fish meal/pellets 65% protein, CIF, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PGNUTS,Emerging market and developing economies,"Groundnuts (peanuts), 40/50 (40 to 50 count per ounce), cif Argentina, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PMEATW,Emerging market and developing economies,"Commodity Meat Price Index includes Beef, Lamb, Swine (pork), and Poultry Price Indices",,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PBEEF,Emerging market and developing economies,"Beef, Australian and New Zealand 85% lean fores, FOB U.S. import price, US cents per pound",,U.S. cents,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PLAMB,Emerging market and developing economies,"Lamb, frozen carcass Smithfield London, US cents per pound",,U.S. cents,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PPORK,Emerging market and developing economies,"Swine (pork), 51-52% lean Hogs, U.S. price, US cents per pound",,U.S. cents,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PPOULT,Emerging market and developing economies,"Poultry (chicken), Whole bird spot price, Georgia docks, US cents per pound",,U.S. cents,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PSEAFW,Emerging market and developing economies,Commodity Seafood Index includes Fish (salmon) and Shrimp Price Indices,,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PSALM,Emerging market and developing economies,"Fish (salmon), Farm Bred Norwegian Salmon, export price, US$ per kilogram",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PSHRI,Emerging market and developing economies,"Shrimp, Frozen shell-on headless, block 16/20 count, Indian origin, C&F Japan, US$ per kilogram",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PSUGAW,Emerging market and developing economies,"Commodity Sugar Index includes European, Free market, and U.S. Price Indices",,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PSUGAISA,Emerging market and developing economies,"Sugar, Free Market, Coffee Sugar and Cocoa Exchange (CSCE) contract no.11 nearest future position, US cents per pound",,U.S. cents,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PSUGAUSA,Emerging market and developing economies,"Sugar, U.S. import price, contract no.14 nearest futures position, US cents per pound",,U.S. cents,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PBANSOP,Emerging market and developing economies,"Bananas, Central American and Ecuador, FOB U.S. Ports, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PORANG,Emerging market and developing economies,"Oranges, miscellaneous oranges French import price, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PBEVEW,Emerging market and developing economies,"Commodity Beverage Price Index includes Coffee, Tea, and Cocoa",,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PCOFFW,Emerging market and developing economies,Commodity Coffee Price Index includes Other Mild Arabicas and Robusta,,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
